SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25.0,3.189767482,32.5,7.01e-07,2.37,39.8,6.06,3.0
CCCCCCCCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,4.341035157,36.0,6.9e-07,2.44,36.0,5.7,1.0
CCCCCCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,4.292429824,49.1,4.9e-07,1.77,22.9,4.49,1.0
CCCCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,3.76700389,42.5,1.29e-06,1.29,29.5,4.18,3.0
CCCCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,3.261219442,35.4,9.9e-07,1.68,36.6,4.29,8.0
CCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,2.946153573,38.2,1.31e-06,1.26,33.8,3.3,8.0
CCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,2.543785845,36.0,1.32e-06,1.26,36.0,3.37,2.0
CCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,2.187956102,39.9,1.63e-06,1.02,32.1,2.56,2.0
CCCCCCCCCCC(O)Cn1cc[n+](CCCCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.943095149,37.6,1.9e-06,0.87,34.37,3.580044252,9.0
CCCCCCCCCCC(O)Cn1cc[n+](CCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.970616222,35.2,3.52e-06,0.55,36.77,3.440093375,9.0
CCCCCCCCCCC(O)Cn1cc[n+](CCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.991399828,32.9,3.29e-06,0.72,39.07,3.721246399,9.0
CCCCCCCCCCC(O)Cn1cc[n+](CCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.119186408,28.1,2.81e-06,0.71,43.87,4.113509275,9.0
CCCCCCCCCCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.142667504,30.0,2.53e-06,0.65,41.97,3.910094889,9.0
CCCCCCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.721246399,47.2,6.3e-07,2.62,24.8,4.17,3.0
CCCCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.978810701,46.1,8.4e-07,1.98,25.9,3.4,7.0
CCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.172630727,45.6,9e-07,1.85,26.4,2.6,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,5.189095719,32.1,9.7e-07,1.7,39.9,6.087472284,2.0
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,3.8569852,32.3,8.2e-07,2.03,39.7,4.9090184,7.0
CCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,2.931814138,33.4,8.83e-07,1.88,38.6,3.854235416,1.0
CCCCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.585026652,47.8,5.5e-07,3.0,24.2,3.769551079,2.0
CCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.853871964,33.64,7.6e-07,2.1,38.36,3.677780705,5.0
CCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.0,26.2,8.3e-07,1.98,45.8,2.872895202,0.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.853871964,40.0,2e-06,2.5,32.0,6.26,7.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.180456064,37.0,1.6e-06,3.5,35.0,5.72,0.0
CCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.236572006,39.0,1.1e-06,1.56,33.0,4.88,2.0
CCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.283996656,40.0,9.7e-07,5.2,32.0,4.0,7.0
CCCCCCCCCCCC[N+]1(CC(=O)OCCOC(=O)C[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.173925197,40.0,1.39e-06,1.19,32.0,3.65,8.0
CCCCCCCCCCCC[N+]1(CC(=O)OCCOC(=O)C[N+]2(CCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,3.251811973,41.6,1.48e-06,1.12,30.4,3.68,8.0
CCCCCCCCCCCC[N+]1(CC(=O)OCCOC(=O)C[N+]2(CCCCCCCCCCCC)CCOCC2)CCOCC1.[Br-].[Br-],gemini cationic,25.0,3.102372909,41.1,1.46e-06,1.14,30.9,3.52,8.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,5.22184875,43.3,9.9e-07,1.68,28.7,5.75,0.0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,4.0,41.1,1.07e-06,1.55,30.9,4.59,2.0
CCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.22184875,40.2,1.14e-06,1.46,31.8,3.83,6.0
CCCCCCCCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,2.189767482,42.1,7.3e-07,2.266,29.7,3.3400838,8.0
CCCCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,2.610833916,33.6,1.18e-06,1.408,38.2,3.93930216,4.0
CCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,2.549750892,37.6,1.05e-06,1.582,34.25,3.730487056,9.0
CCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,2.0,43.0,3.67e-07,4.52,29.0,3.522878745,1.0
CCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,1.698970004,41.0,3.88e-07,4.28,31.0,3.494850022,1.0
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,2.251811973,45.0,4.01e-07,4.14,27.0,3.26760624,3.0
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,1.795880017,43.0,4.4e-07,3.77,29.0,3.838631998,3.0
CCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,2.0,44.0,4.61e-07,3.6,28.0,3.26760624,5.0
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,3.698970004,50.0,4.49e-07,3.7,22.0,4.0,6.0
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,2.0,46.0,5.13e-07,3.24,26.0,2.657577319,6.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25.0,3.401209493,40.9,1.207e-06,1.38,31.1,4.994,7.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25.0,3.394694954,36.5,1.789e-06,0.93,35.5,5.218,0.0
CCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25.0,2.998699067,37.6,1.742e-06,0.95,34.37,3.934,6.0
CCCCCCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCCCCCC)CC1.[Br-].[Br-],gemini cationic,25.0,2.619788758,38.0,7.76e-07,2.1,34.0,4.89,0.0
CCCCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCCCC)CC1.[Br-].[Br-],gemini cationic,25.0,3.795880017,35.0,4.9e-07,3.4,37.0,6.55,3.0
CCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCC)CC1.[Br-].[Br-],gemini cationic,25.0,2.698970004,36.0,5.58e-07,3.0,36.0,4.85,8.0
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.65,26.4,1.77e-06,1.01,45.6,4.494466659,1.0
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.61,29.6,2.08e-06,0.88,42.4,4.238782566,1.0
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.58,31.5,2.11e-06,0.86,40.5,4.147266601,1.0
CCCCCCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.55,32.8,2.14e-06,0.84,39.2,4.073845556,1.0
CCCCCCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.52,33.9,2.17e-06,0.82,38.1,4.007006379,1.0
CCCCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.47,28.3,1.9e-06,0.95,43.7,4.198300409,3.0
CCCCCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.43,33.9,2.16e-06,0.84,38.1,3.919261038,3.0
CCCCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.4,35.2,2.19e-06,0.82,36.77,3.84789991,3.0
CCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.29,30.3,2.03e-06,0.89,41.7,3.91413639,8.0
CCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.22,39.2,2.27e-06,0.78,32.8,3.549230393,8.0
CCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.18,40.3,2.3e-06,0.76,31.7,3.477011889,8.0
CCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.15,41.4,2.33e-06,0.74,30.6,3.415623046,8.0
CCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.2,31.2,2.09e-06,0.86,40.77,3.781075892,9.0
CCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.16,40.1,2.28e-06,0.78,31.9,3.464738919,9.0
CCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.13,41.2,2.31e-06,0.76,30.8,3.40297796,9.0
CCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.07,42.4,2.34e-06,0.74,29.6,3.309536216,9.0
CCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.07,32.2,2.15e-06,0.83,39.8,3.607703098,3.0
CCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.07,41.9,2.32e-06,0.76,30.1,3.324184578,3.0
CCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.0,43.0,2.35e-06,0.74,28.97,3.223609606,3.0
CCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.95,44.2,2.38e-06,0.72,27.8,3.141352198,3.0
CCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.92,45.3,2.41e-06,0.7,26.67,3.082320574,3.0
CCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.95,33.3,2.22e-06,0.8,38.7,3.441818024,4.0
CCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.91,44.0,2.36e-06,0.74,27.97,3.107921873,4.0
CCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.88,45.2,2.39e-06,0.72,26.8,3.046121873,5.0
CCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.84,46.4,2.42e-06,0.7,25.6,2.975110304,5.0
CCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.81,47.5,2.45e-06,0.68,24.5,2.917241341,5.0
CCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.87,34.2,2.28e-06,0.77,37.8,3.325827963,9.0
CCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.83,45.6,2.4e-06,0.72,26.4,2.98569854,9.0
CCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.75,47.9,2.46e-06,0.68,24.1,2.847311588,9.0
CCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.72,48.9,2.49e-06,0.66,23.1,2.792690584,9.0
CCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.79,35.1,2.34e-06,0.74,36.9,3.211683546,0.0
CCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.71,48.9,2.47e-06,0.68,23.1,2.783279171,0.0
CCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.68,50.1,2.59e-06,0.66,21.9,2.722832127,0.0
CCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.65,51.2,2.53e-06,0.64,20.8,2.668462277,0.0
CCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.71,36.3,2.41e-06,0.71,35.7,3.090363135,3.0
CCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.67,50.1,2.48e-06,0.68,21.9,2.714731939,3.0
CCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.64,51.1,2.51e-06,0.66,20.9,2.660935561,3.0
CCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.61,52.3,2.54e-06,0.64,19.7,2.603103903,3.0
CCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.58,53.4,2.57e-06,0.62,19.9,2.548193878,3.0
CCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.62,37.6,2.47e-06,0.68,34.4,2.96039357,4.0
CCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.58,52.1,2.52e-06,0.66,18.6,2.577683057,4.0
CCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.52,54.4,2.58e-06,0.62,17.6,2.465686556,4.0
CCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.49,53.9,2.56e-06,0.64,16.5,2.446665934,5.0
CCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.45,55.1,2.59e-06,0.62,16.87,2.380116003,5.0
CCCCn1cc[n+](COCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.44,56.3,2.62e-06,0.6,15.7,2.344174085,6.0
CCCCn1cc[n+](COCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.41,57.4,2.65e-06,0.58,14.6,2.291022814,6.0
CCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.45,42.6,2.59e-06,0.62,16.9,2.661906314,6.0
CCCn1cc[n+](COCCCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.39,56.6,2.63e-06,0.6,15.4,2.287878334,6.0
CCCn1cc[n+](COCCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.32,57.8,2.66e-06,0.58,14.2,2.192690103,7.0
CCCn1cc[n+](COCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.38,59.8,2.69e-06,0.56,12.2,2.210699543,7.0
CCn1cc[n+](COCCCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.37,44.8,2.66e-06,0.59,27.2,2.528039872,7.0
CCn1cc[n+](COCCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.33,56.6,2.64e-06,0.6,15.4,2.228265158,7.0
CCn1cc[n+](COCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.3,57.7,2.67e-06,0.58,14.3,2.175353697,7.0
CCn1cc[n+](COCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.26,58.9,2.7e-06,0.56,13.1,2.110788899,8.0
CCn1cc[n+](COCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.23,60.1,2.71e-06,0.54,11.9,2.055485492,8.0
Cn1cc[n+](COCCCCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.29,47.1,2.73e-06,0.56,24.9,2.394797094,9.0
Cn1cc[n+](COCCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.22,59.6,2.71e-06,0.56,12.4,2.056257993,0.0
Cn1cc[n+](COCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.18,60.8,2.74e-06,0.54,11.2,1.99247986,0.0
Cn1cc[n+](COCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.15,61.9,2.75e-06,0.52,10.1,1.939806971,0.0
CCCCCCCCCCCCC(C[N+](C)(C)C)C(CCCCCCCCCCCC)C[N+](C)(C)C.[Br-].[Br-],gemini cationic,25.0,3.137868621,35.3,1.88e-06,0.09,36.7,3.77,3.0
CCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.450996738,33.2,1.78e-06,0.93,38.8,3.03,6.0
CCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.630784143,34.0,2.02e-06,0.82,38.0,3.15,0.0
CCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.850780887,37.5,2.16e-06,0.77,34.5,3.25,3.0
CCCCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.903089987,38.2,2.31e-06,0.84,33.8,3.59,5.0
CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.932185489,38.0,1.41e-06,0.94,34.0,3.59,6.0
CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0969,31.5,2.1e-06,0.72,32.0,3.666867871,7.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.721246399,42.2,,,29.8,5.3,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.823908741,42.0,,,30.0,5.4,0.0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.853871964,39.0,,,33.0,4.4,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.958607315,41.8,,,30.2,4.5,2.0
CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.107905397,37.0,,,35.0,3.2,6.0
CCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.494850022,36.5,,,35.5,2.9,0.0
CCCCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.809668302,36.2,,,35.77,,3.0
CCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.777283529,30.7,,,41.3,,8.0
CCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.072629637,33.5,,,38.47,,2.0
CCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,1.863279433,39.8,,,32.17,,8.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,3.2291,,,,,,7.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.301,,,,,,0.0
